id карточки,id связи с точкой (поле id в выгрузке),id точки,Координаты точки,Кадастровый номер ОКСа,Наименование ОКСа,Площадь ОКСа,Адрес ОКСа из ГКН,Иной найденный адрес,Комментарий,Инвентарный номер БТИ,Иные сведения ОКС,Кадастровый номер ЗУ,ВРИ,Площадь ЗУ,Адрес ЗУ из ГКН,Район/округ,Поселение,Населенный пункт,Эл# план стр#,Улица,Номер здания,Адрес ФИАС,Полнота исходного адреса,Почтовый индекс,Номер заявки в РЛДД,Дата заявки,Дата передачи в ОМС для внесения а,ОКТМО,Код ФИАС,Код КЛАДР,ОКАТО,Статус,Объект отмечен на отправку,Объект адресации в ФИАС,Признак принадлежности объекта,"Дата документа, на основании котор","Номер документа, на основании кото",Объект отправлен,Результат получен,Дата отправки,Дата получения результата,Статус техпроцесса Адресации,Дата создания карточки,ФИО пользователя создавшего карточку,Дата последней версии строки,Тип последнего изменения,Дата отчета Желтые,Дата отчета Синие,Дата отчета Зеленые,Для загрузки в РГИС,Stamp,Ошибка,Автор изменения строки
911071560,762900201,563399959,POINT(37.6715183627882 55.551536319295),,,,,"Московская область,Ленинский р-н,Видное г,2-ая Набережная ул,кв уч.№2а/1",,,,50:21:0010102:112,Для индивидуального жилищного строительства,600,"обл. Московская, р-н Ленинский, г. Видное, ул. 2-ая Набережная, уч.№2а/1",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  8 2020  5:17PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
911082580,762903221,563399965,POINT(37.6709899790654 55.5512059633935),50:21:0010103:129,жилой дом,139.3,"Московская область, Ленинский район, г.Видное, ул.2-я Набережная, д.4",,,,,50:21:0010102:9,Для ведения личного подсобного хозяйства,1108,"обл. Московская, р-н Ленинский, городское поселение Видное, г. Видное, ул. 2-я Набережная, уч. №4 /1",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  8 2020  5:18PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,да        ,,,MOBTI\s.pakhomov
719001586,719001586,563399967,POINT(37.6698484674237 55.5513792036107),,,,,"Московская область, Ленинский мунципальный район , городское поселение Видное, г. Видное, ул. 2-я Набережная, дом 22",,,,50:21:0010101:478,Для ведения личного подсобного хозяйства,109.4,"Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, ул. 2-ая Набережная, участок № 22",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Feb 22 2020  9:47AM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
1243881480,762894331,563399985,POINT(37.6709560640873 55.5521508785867),50:21:0010103:136,жилой дом,46.1,"Московская область, Ленинский район, г. Видное, ул. 2-я Набережная, д. 8",,,,,50:21:0010102:170,личное подсобное хозяйство,662,"Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, ул. 2-я Набережная, уч.№ 8",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,May 25 2020  4:31PM,Макеева Надежда Михайловна,6/11/2020,2,Май 2020,,,,,,MOBTI\s.pakhomov
887554360,762790351,563356063,POINT(37.6515383059369 55.5350868273614),50:21:0010101:220,дом,146.8,"Московская область,Ленинский р-н,Видное городское поселение,ское поселение Видное г,Дружба снт,23, 1/1",,,,,50:21:0030210:627,Для садоводства,713,"Московская область,  Ленинский муниципальный район, городское поселение Видное, СНТ ""Дружба""",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  6 2020  7:24PM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
668958880,668958880,563356083,POINT(37.6500230467443 55.5354878860734),50:21:0030210:9816,жилое строение (садовый дом),108,"Московская область, р-н Ленинский, городское поселение Видное, СНТ ""Дружба""",,,,,50:21:0090202:423,,66,"Московская область, Ленинский район, поле Лопатино, с/т ""Дружба""",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Jan 18 2020 10:41PM,Администратор,6/11/2020,2,,,,,,,MOBTI\s.pakhomov
719082298,719082298,563356087,POINT(37.6495638730739 55.5351892977875),,,,,"Московская область, Ленинский муниципальный район, городское поселение Видное, СНТ ""ТЭЦ № 8 Мосэнерго Московской области"", участок №9",,,,50:21:0030210:292,садоводство,56.4,"Московская область, Ленинский муниципальный район, городское поселение Видное, СНТ ""ТЭЦ № 8 Мосэнерго Московской области"", участок №9",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Feb 22 2020  9:48AM,Администратор,6/13/2020,2,,,,,,,MOBTI\s.pakhomov
905585430,762788171,563356095,POINT(37.6488870828498 55.535904699931),50:21:0030210:644,жилое строение (садовый дом),55.5,"Московская область, Ленинский муниципальный район, городское поселение Видное, с/т ""1-я Автобаза"", уч. 50",,,,,50:21:0030210:350,Для садоводства,516,"обл. Московская, р-н Ленинский, городское поселение Видное, с/т ""1-ой автобазы Мосавтотранспорта"", участок №50",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  7 2020 10:16AM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
719098888,719098888,563360405,POINT(37.6547371125099 55.5344363047006),,,,,"Московская область, р-н Ленинский, г Видное, снт Победа",,,,50:21:0030301:2537,для ведения личного подсобного хозяйства (полевой),43912,"Московская область, Ленинский район, уч.94, с/т""Победа"" в районе деревни Лопатино, Булатниковского с/о",Ленинский городской округ,,,,,,,,,,,,,,,,Синяя точка,да,да,,,,,,,,,Feb 22 2020  9:48AM,Администратор,6/11/2020,2,Март 2020,Март 2020,,,,,MOBTI\s.pakhomov
719098918,719098918,563360411,POINT(37.6543830159927 55.5344127056376),,,,,"Московская область, р-н Ленинский, г Видное, снт Победа",,,,50:21:0030301:2537,для ведения личного подсобного хозяйства (полевой),38.5,"Московская область, Ленинский район, уч.94, с/т""Победа"" в районе деревни Лопатино, Булатниковского с/о",Ленинский городской округ,,,,,,,,,,,,,,,,Синяя точка,да,да,,,,,,,,,Feb 22 2020  9:48AM,Администратор,6/11/2020,2,Март 2020,Март 2020,,,,,MOBTI\s.pakhomov
883287420,762797331,563360413,POINT(37.6577002407045 55.5344626478815),,,,,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, Спасский проезд, участок № 26г",,,,50:21:0010151:157,для ведения личного подсобного хозяйства,1500.49,"Российская Федерация, Московская область, Ленинский муниципальный район, городское поселение Видное, г. Видное, Спасский проезд, участок № 26г",Ленинский городской округ,,,,,,,,,,,,,,,,Желтая точка,,,,,,,,,,,Apr  6 2020  8:36AM,Макеева Надежда Михайловна,6/11/2020,2,Апрель 2020,,,,,,MOBTI\s.pakhomov
